Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,AccountAge
$7.23 ,"$50,000 ",0,35,1,0,0,0,1,0,0,1,0
$4.95 ,"$57,779 ",0,29,0,0,0,0,1,1,0,1,8
$5.36 ,"$30,000 ",0,33,0,0,0,0,1,0,0,1,0
$3.09 ,"$32,000 ",0,35,0,0,0,0,1,0,1,1,5
$0.55 ,"$14,237 ",0,27,1,0,0,0,1,0,1,1,0
$1.14 ,"$34,483 ",0,28,0,0,1,0,1,0,1,1,8
$0.08 ,$3 ,0,42,0,0,0,0,0,1,1,0,15
$0.27 ,$65 ,0,41,0,0,0,0,0,1,0,0,11
$0.46 ,$25 ,0,37,0,0,0,0,0,1,0,0,12
$8.36 ,"$4,000 ",0,45,0,0,0,0,0,1,0,0,9
$2.26 ,$122 ,0,39,0,0,0,0,0,1,1,0,3
$1.45 ,$234 ,0,40,1,0,0,0,0,1,1,0,3
$0.79 ,$198 ,0,43,0,0,0,0,0,1,1,0,7
$1.33 ,"$4,000 ",0,40,1,1,1,0,0,1,1,1,14
$0.62 ,$5 ,0,43,0,0,0,0,0,1,1,0,10
$0.05 ,$5 ,0,40,0,0,0,0,0,1,0,0,5
$1.77 ,$230 ,0,43,0,0,0,0,0,1,1,0,7
$6.64 ,"$48,712 ",0,45,0,0,0,0,1,0,0,1,0
$0.27 ,"$20,500 ",1,45,0,0,0,0,1,0,1,1,8
$2.53 ,"$26,500 ",0,41,0,0,0,0,1,0,1,1,5
$2.06 ,"$1,600 ",0,45,1,0,0,1,0,0,0,0,6
$0.05 ,$0 ,0,44,1,0,0,0,0,1,0,0,11
$0.76 ,$100 ,0,47,0,0,0,0,0,1,0,0,5
$0.08 ,$1 ,1,58,0,0,0,0,0,1,1,0,6
$0.33 ,$12 ,1,53,0,0,0,0,0,1,1,0,1
$1.41 ,$258 ,0,55,0,0,0,0,0,1,0,0,1
$0.71 ,$41 ,0,50,0,0,0,0,0,1,1,0,9
$0.27 ,$15 ,0,54,0,0,0,0,0,1,0,0,12
$0.59 ,$50 ,0,47,0,0,0,0,0,1,1,0,1
$0.12 ,$1 ,0,46,0,0,0,0,0,1,0,0,7
$0.52 ,$16 ,0,50,0,0,0,0,0,1,1,0,7
$0.47 ,$40 ,0,62,0,0,0,0,0,1,1,0,9
$0.92 ,"$9,000 ",0,61,0,0,0,0,0,1,0,0,1
$0.22 ,$20 ,0,55,1,0,1,0,0,1,1,0,10
$0.06 ,$4 ,0,49,0,0,0,0,0,1,0,0,12
$0.25 ,$7 ,0,46,0,0,0,0,0,1,0,0,14
$0.15 ,$15 ,0,62,0,0,0,0,0,1,1,0,9
$0.12 ,$10 ,0,51,0,0,0,0,0,1,1,0,7
$0.57 ,$25 ,0,63,0,0,0,0,0,1,1,0,10
$2.12 ,$125 ,0,60,0,0,1,0,0,1,1,0,2
$11.34 ,"$9,320 ",1,60,1,0,1,0,0,1,1,0,11
$0.42 ,$210 ,0,56,0,0,0,0,0,1,0,0,7
$0.29 ,$60 ,0,46,1,0,1,0,0,1,1,0,5
$1.59 ,"$33,000 ",0,65,1,0,0,0,1,0,1,1,0
$1.07 ,"$41,960 ",0,60,0,0,0,0,1,0,0,1,0
$1.21 ,"$40,995 ",0,53,1,0,0,0,1,0,0,1,0
$8.18 ,"$50,225 ",0,60,1,0,0,0,1,0,1,1,0
$2.16 ,"$42,000 ",0,65,0,0,0,0,1,0,1,1,1
$2.52 ,"$10,000 ",0,63,0,0,0,0,1,0,1,1,7
$1.41 ,"$7,410 ",0,57,1,0,0,0,1,0,0,1,7
$2.47 ,"$25,500 ",0,55,1,0,0,0,1,0,0,1,8
$0.56 ,"$8,430 ",0,64,0,0,1,0,1,0,0,1,2
$1.95 ,"$16,000 ",0,48,0,0,0,0,1,0,0,1,0
$4.38 ,"$45,450 ",1,55,0,0,0,0,1,0,1,1,6
$7.87 ,"$32,000 ",0,53,1,0,0,0,1,0,0,1,0
$0.16 ,$14 ,0,50,1,0,0,0,0,1,1,0,15
$0.67 ,$562 ,0,5,1,0,0,1,0,0,0,0,0
$0.58 ,"$1,125 ",0,8,1,0,0,1,0,0,0,0,4
$1.09 ,$54 ,0,34,0,0,0,0,0,1,1,0,1
$0.90 ,$167 ,0,30,0,0,0,0,0,1,1,0,7
$2.65 ,$64 ,0,31,0,0,0,0,0,1,1,0,1
$3.67 ,"$10,000 ",0,35,1,0,0,0,0,1,1,0,8
$2.03 ,$191 ,0,26,0,0,0,0,0,1,0,0,4
$0.08 ,$1 ,0,28,1,0,0,0,0,1,0,0,7
$0.10 ,$2 ,0,29,0,0,0,0,0,1,0,0,2
$0.08 ,$2 ,1,35,0,0,0,0,0,1,1,0,3
$0.15 ,$3 ,0,26,0,0,0,0,0,1,0,0,6
$0.21 ,$16 ,0,26,0,0,0,0,0,1,0,0,8
$0.97 ,$60 ,0,30,0,0,0,0,0,1,0,0,10
$0.11 ,$16 ,0,28,0,0,0,0,0,1,0,0,9
$2.32 ,"$4,080 ",0,33,0,0,0,0,0,1,0,0,6
$0.61 ,$282 ,0,30,0,0,0,0,0,1,1,0,2
$1.02 ,"$14,862 ",0,33,0,0,0,0,1,0,0,1,0
$0.16 ,$130 ,0,32,0,0,0,0,0,1,0,0,4
$0.33 ,"$21,000 ",0,33,0,0,0,0,1,0,1,1,0
$1.77 ,"$40,341 ",1,30,0,0,0,0,1,0,1,1,8
$2.51 ,"$25,000 ",0,28,0,0,0,0,1,0,0,1,0
$1.61 ,"$6,000 ",0,30,1,0,0,0,1,0,0,1,6
$0.54 ,"$22,735 ",0,30,0,0,0,0,1,0,0,1,0
$2.58 ,"$40,000 ",0,28,0,0,0,0,1,0,0,1,0
$1.64 ,"$41,301 ",0,28,0,0,1,0,1,0,1,1,0
$0.26 ,$50 ,0,40,0,0,0,0,0,1,0,0,9
$7.06 ,"$6,000 ",0,44,0,0,0,0,0,1,1,0,3
$0.32 ,$30 ,0,39,0,0,0,0,0,1,1,0,7
$1.04 ,$25 ,0,37,0,0,0,0,0,1,1,0,13
$0.07 ,$30 ,0,38,0,0,0,0,0,1,1,0,2
$0.05 ,$1 ,0,40,0,1,0,0,0,0,1,1,11
$0.08 ,$1 ,0,43,0,0,0,0,0,1,0,0,8
$0.14 ,$68 ,0,37,0,0,0,0,0,1,1,0,6
$0.19 ,$12 ,0,40,0,0,0,0,0,1,0,0,15
$0.62 ,$159 ,0,45,0,0,0,0,0,1,1,0,7
$0.07 ,$5 ,0,40,0,0,0,0,0,1,0,0,5
$0.07 ,$0 ,0,36,0,0,0,0,0,1,0,0,3
$1.06 ,$133 ,0,42,0,0,0,0,0,1,1,0,4
$0.25 ,$8 ,0,37,0,0,0,0,0,1,0,0,8
$0.16 ,$30 ,0,42,0,0,0,0,0,1,1,0,3
$1.10 ,"$21,000 ",0,42,1,0,1,0,1,0,1,1,8
$2.81 ,"$51,862 ",0,38,1,0,0,0,1,0,1,1,0
$1.88 ,"$30,000 ",0,38,0,0,0,0,1,0,0,1,0
$2.73 ,"$55,000 ",0,43,1,0,0,0,1,0,0,1,8
$0.38 ,"$23,000 ",0,45,0,0,0,0,1,0,1,1,5
$0.47 ,$80 ,1,57,0,0,0,0,0,1,0,0,10
$14.63 ,"$3,000 ",0,61,0,0,0,0,0,1,1,0,3
$0.67 ,"$3,300 ",0,62,0,0,0,0,0,1,0,0,8
$0.52 ,$60 ,0,49,0,0,0,0,0,1,1,0,1
$0.01 ,$0 ,0,53,0,1,0,0,0,0,1,1,11
$0.22 ,$35 ,0,48,0,0,0,0,0,1,1,0,11
$0.47 ,$26 ,0,54,0,0,0,0,0,1,0,0,7
$0.57 ,$75 ,0,48,0,0,0,0,0,1,0,0,2
$2.66 ,"$3,500 ",0,64,0,0,0,0,0,1,0,0,8
$0.04 ,$0 ,0,55,0,0,0,0,0,1,0,0,4
$0.74 ,$111 ,0,52,0,0,0,0,0,1,1,0,6
$2.04 ,"$1,000 ",0,58,0,0,0,0,0,1,0,0,5
$0.60 ,$200 ,0,49,0,0,0,0,0,1,1,0,2
$2.63 ,"$17,000 ",0,58,0,0,0,0,1,0,1,1,5
$3.23 ,"$23,248 ",0,53,1,0,0,0,1,0,0,1,0
$0.90 ,"$9,000 ",0,63,0,0,0,0,1,0,0,1,3
$2.66 ,"$30,000 ",0,58,0,0,0,0,1,0,0,1,0
$3.69 ,"$37,137 ",1,60,1,0,0,0,1,0,1,1,0
$5.62 ,"$25,500 ",0,55,0,0,0,0,1,0,0,1,5
$0.59 ,$229 ,0,57,1,0,0,0,0,1,1,0,8
$2.78 ,"$30,048 ",0,50,0,0,0,0,1,0,0,1,7
$1.82 ,"$33,617 ",0,57,1,0,0,0,1,0,1,1,0
$1.64 ,"$8,000 ",0,58,0,0,0,0,1,0,0,1,0
$0.38 ,"$27,500 ",0,53,1,0,0,0,1,0,1,1,0
$1.63 ,"$10,000 ",0,63,0,0,0,0,1,0,1,1,0
$2.32 ,"$3,427 ",0,50,1,0,0,1,0,1,1,0,6
$2.86 ,"$47,000 ",0,46,1,0,0,0,1,0,1,1,5
$0.76 ,"$36,675 ",0,65,0,0,0,0,1,0,1,1,0
$0.28 ,$36 ,0,47,0,0,0,0,0,1,1,0,8
$0.35 ,$17 ,0,28,0,0,0,0,0,1,0,0,2
$1.71 ,"$2,005 ",0,30,0,0,0,0,0,1,1,0,4
$0.46 ,$100 ,0,31,0,0,0,0,0,1,1,0,5
$5.88 ,"$1,706 ",0,32,0,0,0,0,0,1,1,0,4
$1.08 ,"$2,000 ",0,35,0,0,0,0,0,1,0,0,7
$1.06 ,$17 ,1,30,0,0,0,0,0,1,0,0,3
$1.00 ,$252 ,0,28,0,0,0,0,0,1,0,0,8
$0.95 ,$39 ,0,29,0,0,0,0,0,1,0,0,2
$0.02 ,$0 ,0,35,0,0,0,0,0,1,1,0,3
$0.23 ,$126 ,0,28,0,0,0,0,0,1,1,0,2
$1.03 ,$139 ,0,28,0,0,0,0,0,1,1,0,13
$0.17 ,$6 ,0,32,0,0,0,0,0,1,1,0,2
$0.23 ,$17 ,0,32,0,0,0,0,0,1,0,0,4
$1.77 ,"$17,445 ",0,28,1,0,0,1,1,0,1,1,7
$0.31 ,$39 ,0,33,0,0,0,0,0,1,0,0,6
$0.10 ,$58 ,0,33,0,0,0,0,0,1,0,0,5
$0.93 ,"$14,953 ",0,33,1,0,0,0,1,0,1,1,4
$7.07 ,"$2,260 ",0,32,0,0,0,1,0,0,1,0,6
$0.36 ,"$15,652 ",0,30,1,0,0,0,1,0,0,1,8
$1.97 ,"$21,375 ",0,33,1,0,0,0,1,0,1,1,9
$1.97 ,"$16,000 ",0,26,1,0,0,0,1,0,1,1,0
$1.46 ,"$8,500 ",0,28,0,0,0,0,1,0,1,1,0
$0.22 ,$119 ,0,29,1,0,0,0,0,1,1,0,3
$0.23 ,$36 ,0,43,0,0,0,0,0,1,1,0,2
$0.74 ,$120 ,0,43,0,0,0,0,0,1,1,0,4
$0.21 ,$24 ,0,45,0,0,0,0,0,1,0,0,5
$0.28 ,$58 ,1,42,0,0,0,0,0,1,1,0,6
$0.16 ,$31 ,0,38,0,0,0,0,0,1,0,0,7
$0.26 ,$40 ,0,41,0,0,0,0,0,1,1,0,3
$0.13 ,$30 ,0,40,0,0,0,0,0,1,1,0,3
$0.10 ,$56 ,0,41,0,0,0,0,0,1,0,0,4
$0.14 ,$21 ,0,39,0,0,0,0,0,1,1,0,8
$0.16 ,$16 ,1,37,0,0,0,0,0,1,0,0,5
$0.51 ,$92 ,0,42,0,0,0,0,0,1,0,0,2
$0.23 ,$55 ,0,40,0,0,0,0,0,1,0,0,6
$0.06 ,$3 ,0,44,0,0,0,0,0,1,1,0,4
$0.12 ,$16 ,0,40,0,0,0,0,0,1,1,0,8
$0.28 ,$16 ,0,43,0,0,0,0,0,1,1,0,6
$0.16 ,$72 ,0,41,0,0,0,0,0,1,0,0,6
$0.47 ,$69 ,0,43,0,0,0,0,0,1,0,0,6
$0.18 ,$40 ,0,44,1,0,0,0,0,1,1,0,7
$0.56 ,"$31,456 ",0,40,0,0,0,0,1,0,1,1,0
$2.70 ,"$33,000 ",0,43,1,0,0,0,1,0,0,1,8
$11.22 ,"$8,050 ",0,40,0,0,1,0,0,1,1,0,2
$0.83 ,"$34,000 ",0,40,0,0,0,0,1,0,1,1,0
$1.66 ,"$17,094 ",0,36,1,0,0,0,1,1,0,1,9
$0.71 ,"$35,000 ",0,42,1,0,0,0,1,0,1,1,0
$1.12 ,$46 ,0,41,1,0,0,0,0,1,1,0,3
$1.04 ,$304 ,0,53,0,0,0,0,0,1,0,0,6
$1.70 ,$306 ,0,60,0,0,0,0,0,1,0,0,11
$1.78 ,$14 ,0,48,0,0,0,0,0,1,1,0,0
$0.14 ,$8 ,0,48,0,0,0,0,0,1,1,0,1
$0.13 ,$125 ,0,53,0,0,0,0,0,1,0,0,2
$0.26 ,$12 ,0,48,0,0,0,0,0,1,0,0,5
$0.36 ,$7 ,0,48,0,0,0,0,0,1,1,0,9
$0.55 ,$61 ,0,59,0,0,0,0,0,1,1,0,7
$0.55 ,$61 ,0,52,0,0,0,0,0,1,0,0,5
$1.21 ,$65 ,0,53,0,0,0,0,0,1,1,0,6
$0.51 ,$68 ,0,48,0,0,0,0,0,1,0,0,7
$0.64 ,$101 ,0,56,0,0,0,0,0,1,1,0,8
$0.49 ,$111 ,0,65,0,0,0,0,0,1,1,0,7
$1.91 ,"$1,000 ",0,58,0,0,0,0,0,1,0,0,10
$1.38 ,"$3,000 ",0,59,0,0,0,0,0,1,1,0,4
$2.10 ,$500 ,0,50,0,0,0,0,0,1,1,0,7
$0.29 ,$4 ,0,53,0,0,0,0,0,1,1,0,11
$2.47 ,$111 ,0,53,0,0,0,0,0,1,1,0,1
$1.81 ,"$15,000 ",1,65,0,0,0,0,0,1,1,0,0
$0.42 ,$100 ,0,59,0,0,0,0,0,1,1,0,2
$0.90 ,$235 ,0,60,0,0,0,0,0,1,0,0,2
$0.53 ,$92 ,0,49,0,0,0,0,0,1,1,0,5
$0.33 ,$30 ,0,63,0,0,0,0,0,1,1,0,5
$0.38 ,$127 ,0,52,0,0,0,0,0,1,0,0,7
$0.32 ,$88 ,0,58,0,0,0,0,0,1,0,0,3
$0.03 ,$7 ,1,50,0,0,0,0,0,1,0,0,3
$0.05 ,$30 ,0,53,0,0,0,0,0,1,0,0,7
$0.19 ,$126 ,0,53,0,0,0,0,0,1,0,0,4
$0.12 ,$28 ,1,57,0,0,0,0,0,1,0,0,2
$0.18 ,$95 ,1,53,1,0,1,0,0,1,1,0,0
$1.17 ,"$70,949 ",1,50,0,0,0,0,1,0,1,1,0
$1.84 ,"$18,000 ",0,48,0,0,0,0,1,0,0,1,0
$1.28 ,"$8,916 ",0,60,0,0,0,0,1,0,1,1,3
$0.11 ,"$23,000 ",0,58,0,0,0,0,1,0,1,1,5
$0.42 ,"$16,000 ",0,48,0,0,1,0,1,0,1,1,0
$2.20 ,$550 ,1,51,1,0,0,0,0,1,1,0,7
$1.59 ,"$76,517 ",0,53,0,0,0,0,1,0,0,1,4
$2.71 ,"$19,400 ",1,65,0,0,0,0,1,0,0,1,0
$0.49 ,$30 ,0,58,1,0,0,0,0,1,1,0,4
$4.97 ,"$29,000 ",0,50,1,0,0,0,1,0,0,1,0
$0.20 ,"$18,142 ",1,63,0,0,0,0,1,0,1,1,0
$0.84 ,"$32,500 ",1,50,0,0,1,0,1,0,1,1,5
$1.43 ,"$15,000 ",0,56,1,0,0,0,1,0,0,1,7
$1.74 ,"$54,982 ",1,48,0,0,0,0,1,0,0,1,0
$0.34 ,$7 ,0,30,0,0,0,0,0,1,1,0,7
$1.72 ,$237 ,0,26,0,0,0,0,0,1,1,0,0
$0.06 ,$30 ,1,34,0,0,0,0,0,1,1,0,2
$0.24 ,$120 ,1,29,0,0,0,0,0,1,0,0,9
$0.29 ,"$2,565 ",0,30,0,0,0,0,0,1,1,0,5
$15.88 ,"$58,000 ",0,33,0,0,0,0,1,0,0,1,7
$1.15 ,$150 ,0,28,1,0,0,0,0,1,1,0,2
$0.57 ,"$15,000 ",1,28,1,0,0,0,1,0,0,1,0
$0.64 ,$32 ,0,42,0,0,0,0,0,1,1,0,5
$1.16 ,"$4,771 ",1,40,1,0,0,1,0,1,0,0,4
$0.13 ,$9 ,0,42,0,0,0,0,0,1,1,0,5
$0.09 ,$17 ,0,45,0,0,0,0,0,1,1,0,2
$0.23 ,$26 ,0,37,0,0,0,0,0,1,1,0,5
$4.58 ,"$80,733 ",0,45,0,0,0,0,1,0,0,1,0
$1.68 ,"$30,867 ",0,38,1,0,0,0,1,0,1,1,0
$1.60 ,"$38,000 ",0,44,1,0,0,0,1,0,1,1,0
$0.08 ,$41 ,0,39,1,0,0,0,0,1,1,0,7
$0.36 ,$30 ,0,53,0,0,0,0,0,1,0,0,4
$0.10 ,$20 ,0,54,0,0,0,0,0,1,1,0,9
$0.16 ,$20 ,0,50,0,0,0,0,0,1,1,0,2
$0.51 ,$100 ,0,58,0,0,0,0,0,1,1,0,14
$0.41 ,$30 ,1,57,0,0,1,0,0,1,1,0,3
$0.47 ,$51 ,0,63,0,0,0,0,0,1,1,0,8
$0.52 ,$115 ,1,48,0,0,0,0,0,1,0,0,8
$0.72 ,$3 ,0,65,0,0,0,0,0,1,0,0,6
$0.76 ,$98 ,0,50,0,0,0,0,0,1,0,0,1
$0.93 ,$321 ,0,55,0,0,0,0,0,1,0,0,6
$0.47 ,$20 ,0,55,0,0,0,0,0,1,1,0,9
$0.54 ,$31 ,0,52,0,0,0,0,0,1,0,0,7
$0.90 ,$50 ,0,52,0,0,0,0,0,1,1,0,1
$0.69 ,$11 ,0,46,0,0,0,0,0,1,1,0,4
$0.83 ,$40 ,0,55,0,0,0,0,0,1,1,0,5
$0.38 ,$100 ,0,50,0,0,0,0,0,1,0,0,3
$1.90 ,"$11,350 ",0,48,1,0,0,0,1,0,1,1,0
$0.65 ,"$8,175 ",1,48,1,0,0,0,1,0,1,1,9
$1.92 ,"$13,285 ",0,65,0,0,0,0,1,0,0,1,0
$2.94 ,"$2,672 ",0,59,1,0,0,1,0,1,1,0,5
$0.10 ,$10 ,1,30,0,0,0,0,0,1,0,0,3
$0.19 ,$31 ,1,30,0,0,0,0,0,1,1,0,6
$0.10 ,$2 ,0,29,0,0,0,0,0,1,1,0,3
$0.08 ,$102 ,0,30,0,0,0,0,0,1,1,0,4
$0.12 ,$5 ,0,32,0,0,0,0,0,1,1,0,3
$0.76 ,$17 ,0,31,0,0,0,0,0,1,0,0,1
$0.20 ,$43 ,0,29,0,0,0,0,0,1,0,0,6
$1.07 ,"$8,920 ",1,35,0,0,0,0,1,0,0,1,2
$0.11 ,$11 ,0,38,0,0,0,0,0,1,0,0,5
$2.38 ,"$37,400 ",0,38,0,0,0,0,1,0,1,1,8
$2.41 ,"$23,000 ",0,38,0,0,0,0,1,0,0,1,0
$0.54 ,$37 ,0,46,0,0,0,0,0,1,1,0,1
$0.15 ,$16 ,0,54,0,0,0,0,0,1,0,0,13
$0.74 ,$168 ,0,63,0,0,0,0,0,1,1,0,7
$0.45 ,$10 ,1,65,0,0,0,0,0,1,0,0,8
$6.47 ,$130 ,0,48,0,0,0,0,0,1,0,0,3
$0.36 ,$505 ,0,48,0,0,0,0,0,1,0,0,10
$0.49 ,$75 ,1,47,0,0,0,0,0,1,0,0,1
$0.87 ,$100 ,0,60,0,0,0,0,0,1,0,0,4
$1.07 ,$161 ,0,48,0,0,0,0,0,1,0,0,1
$0.35 ,$144 ,0,58,0,0,0,0,0,1,1,0,2
$2.11 ,"$44,575 ",0,48,0,0,1,0,1,0,0,1,0
$3.15 ,"$7,654 ",0,53,1,0,0,0,1,1,0,1,9
$0.41 ,"$14,000 ",0,53,0,0,0,0,1,0,0,1,4
$2.10 ,"$70,000 ",0,63,0,0,0,0,1,0,1,1,7
$2.34 ,"$32,000 ",0,62,0,0,0,0,1,0,0,1,0
$1.28 ,"$80,750 ",1,47,1,0,0,0,1,0,1,1,0
$0.26 ,$59 ,0,35,0,0,0,0,0,1,1,0,10
$0.37 ,$15 ,1,28,0,0,0,0,0,1,1,0,3
$0.25 ,$24 ,0,35,0,0,0,0,0,1,1,0,3
$0.42 ,$24 ,0,34,0,0,0,0,0,1,0,0,1
$1.29 ,$235 ,0,30,0,0,0,0,0,1,0,0,3
$0.20 ,$21 ,0,32,0,0,0,0,0,1,0,0,5
$0.20 ,$27 ,0,34,0,0,0,0,0,1,0,0,3
$0.08 ,$1 ,0,35,0,0,0,0,0,1,1,0,3
$0.14 ,$45 ,1,35,0,0,0,0,0,1,1,0,3
$0.09 ,$12 ,0,34,0,0,0,0,0,1,1,0,4
$0.14 ,$41 ,0,30,0,0,0,0,0,1,0,0,4
$0.60 ,$27 ,0,32,0,0,0,0,0,1,0,0,4
$0.14 ,$8 ,0,26,0,0,0,0,0,1,1,0,2
$0.24 ,$36 ,0,33,0,0,0,0,0,1,0,0,5
$0.16 ,$25 ,0,33,0,0,0,0,0,1,1,0,3
$0.08 ,$8 ,0,29,0,0,0,0,0,1,0,0,3
$0.97 ,$52 ,0,33,0,0,0,0,0,1,1,0,2
$0.15 ,$42 ,0,28,0,0,0,0,0,1,0,0,3
$0.30 ,$36 ,0,34,0,0,0,0,0,1,0,0,8
$2.68 ,"$1,800 ",0,33,0,0,0,0,0,1,0,0,7
$0.12 ,$10 ,1,34,0,0,0,0,0,1,0,0,20
$0.11 ,$5 ,0,30,0,0,0,0,0,1,1,0,1
$0.16 ,$8 ,0,27,1,0,0,0,0,1,1,0,2
$1.11 ,"$12,000 ",1,30,0,0,0,0,1,0,1,1,9
$12.03 ,"$52,170 ",1,35,1,0,1,0,1,1,1,1,4
$0.62 ,"$19,500 ",0,33,1,0,0,0,1,0,1,1,0
$1.23 ,"$8,000 ",0,28,0,0,0,0,1,0,0,1,0
$0.67 ,"$45,000 ",0,33,1,0,0,0,1,0,1,1,0
$1.86 ,$67 ,0,28,0,0,1,0,0,1,1,0,7
$0.29 ,$34 ,0,38,0,0,0,0,0,1,1,0,4
$0.31 ,$21 ,0,43,0,0,0,0,0,1,1,0,6
$0.27 ,$43 ,0,38,0,0,0,0,0,1,0,0,7
$0.26 ,$25 ,0,43,0,0,0,0,0,1,1,0,10
$0.61 ,$97 ,0,38,0,0,0,0,0,1,1,0,2
$0.12 ,$115 ,0,40,0,0,0,0,0,1,0,0,25
$1.38 ,$45 ,0,36,0,0,0,0,0,1,0,0,7
$0.26 ,$37 ,0,41,0,0,0,0,0,1,1,0,5
$0.18 ,$21 ,0,45,0,0,0,0,0,1,0,0,6
$0.89 ,$70 ,0,39,0,0,0,0,0,1,1,0,1
$0.31 ,$36 ,0,40,0,0,0,0,0,1,0,0,5
$0.23 ,$50 ,0,39,0,0,0,0,0,1,0,0,2
$0.43 ,$54 ,0,43,0,0,0,0,0,1,1,0,2
$0.97 ,$300 ,0,43,0,0,0,0,0,1,0,0,5
$0.35 ,$18 ,0,40,0,0,0,0,0,1,1,0,3
$0.04 ,$1 ,0,38,0,0,0,0,0,1,0,0,2
$0.18 ,$7 ,0,40,0,0,0,0,0,1,1,0,1
$0.31 ,$30 ,0,45,0,0,0,0,0,1,1,0,3
$0.46 ,$198 ,0,37,0,0,0,0,0,1,0,0,1
$0.12 ,$48 ,0,39,0,0,0,0,0,1,0,0,0
$0.08 ,$70 ,0,42,0,0,0,0,0,1,0,0,5
$0.63 ,$21 ,0,41,0,0,0,0,0,1,1,0,5
$0.44 ,$68 ,1,43,0,0,0,0,0,1,1,0,2
$0.19 ,$5 ,0,40,0,0,0,0,0,1,1,0,3
$0.23 ,$40 ,0,40,0,0,0,0,0,1,1,0,8
$0.01 ,$1 ,0,40,1,1,0,0,0,0,1,1,11
$1.38 ,"$20,000 ",0,43,1,0,0,0,1,0,0,1,0
$0.66 ,"$34,000 ",0,40,1,0,0,0,1,0,1,1,5
$0.84 ,"$19,750 ",0,36,0,0,0,0,1,0,0,1,0
$4.62 ,"$15,675 ",0,38,1,0,0,0,1,0,0,1,1
$1.05 ,"$35,001 ",0,40,0,0,0,0,1,0,1,1,5
$0.73 ,"$21,000 ",0,40,1,0,0,0,1,0,1,1,6
$1.00 ,$167 ,1,38,1,0,0,0,0,1,1,0,8
$3.27 ,"$6,159 ",0,36,0,0,0,1,0,0,1,0,3
$2.71 ,"$46,196 ",1,45,1,0,0,0,1,0,1,1,0
$0.19 ,$200 ,0,39,0,0,1,0,0,1,1,0,8
$2.15 ,"$22,645 ",0,43,1,0,1,0,1,1,1,1,9
$3.48 ,"$45,000 ",0,45,0,0,1,0,1,0,0,1,0
$1.33 ,"$26,000 ",0,40,0,0,0,0,1,0,1,1,4
$1.88 ,"$9,542 ",0,40,0,0,1,0,1,0,1,1,0
$16.28 ,"$4,500 ",0,40,0,0,0,1,0,0,1,0,4
$1.36 ,$66 ,0,36,1,0,0,0,0,1,1,0,2
$7.17 ,"$1,280 ",0,53,0,0,0,0,0,1,0,0,9
$0.24 ,$20 ,0,54,0,0,0,0,0,1,1,0,1
$0.20 ,$167 ,0,53,0,0,0,0,0,1,1,0,3
$0.60 ,$38 ,0,47,0,0,0,0,0,1,0,0,3
$1.39 ,$314 ,0,60,0,0,0,0,0,1,1,0,4
$0.37 ,$1 ,0,48,0,0,0,0,0,1,0,0,2
$0.67 ,$100 ,0,56,0,0,0,0,0,1,0,0,6
$1.54 ,$150 ,0,49,0,0,0,0,0,1,0,0,6
$0.19 ,$48 ,0,49,0,0,0,0,0,1,1,0,2
$0.79 ,$30 ,0,47,0,0,0,0,0,1,1,0,15
$1.81 ,$400 ,0,48,0,0,0,0,0,1,0,0,12
$0.13 ,$153 ,0,51,0,0,0,0,0,1,1,0,0
$0.34 ,$30 ,0,60,0,0,0,0,0,1,1,0,5
$1.37 ,$150 ,0,54,0,0,0,0,0,1,0,0,8
$0.35 ,$193 ,0,48,0,0,0,0,0,1,1,0,5
$0.87 ,$50 ,0,54,0,0,0,0,0,1,1,0,9
$0.60 ,$285 ,0,63,0,0,0,0,0,1,0,0,0
$0.31 ,$30 ,0,57,0,0,0,0,0,1,1,0,7
$4.99 ,"$1,056 ",0,60,0,0,0,0,0,1,0,0,12
$0.35 ,$70 ,0,61,0,0,0,0,0,1,0,0,6
$0.20 ,$21 ,0,48,0,0,0,0,0,1,1,0,1
$1.15 ,$56 ,0,48,0,0,0,0,0,1,0,0,5
$0.11 ,$4 ,1,58,0,0,0,0,0,1,0,0,11
$1.20 ,$180 ,0,55,0,0,0,0,0,1,1,0,8
$1.34 ,$9 ,0,65,0,0,0,0,0,1,1,0,4
$0.36 ,$312 ,1,48,0,0,0,0,0,1,1,0,5
$0.48 ,$16 ,0,48,0,0,0,0,0,1,1,0,2
$0.08 ,$30 ,0,47,0,0,0,0,0,1,0,0,3
$0.15 ,$20 ,0,48,0,0,0,0,0,1,0,0,17
$0.90 ,$130 ,0,47,0,0,0,0,0,1,1,0,1
$4.40 ,$164 ,0,50,0,0,0,0,0,1,0,0,13
$0.66 ,$10 ,0,53,0,0,0,0,0,1,1,0,1
$0.04 ,$25 ,0,49,0,0,0,0,0,1,1,0,12
$0.29 ,$57 ,0,46,0,0,0,0,0,1,1,0,2
$0.73 ,$100 ,0,60,1,0,1,0,0,1,1,0,8
$1.57 ,"$9,450 ",0,63,0,0,0,0,1,0,1,1,0
$1.84 ,"$20,000 ",0,65,1,0,0,0,1,0,1,1,8
$0.71 ,"$33,512 ",0,50,0,0,0,0,1,0,1,1,0
$0.93 ,"$13,250 ",0,55,0,0,0,0,1,0,0,1,0
$0.44 ,"$30,000 ",0,65,0,0,0,0,1,0,0,1,0
